name,release_date,price_myr,tags,genres,peak_ccu,user_reviews_total,popularity,reviews
Oppai Muse,2020-05-18,RM5.36,,'Action',0,516,Low Popularity,Many Reviews
Gun Metal,2014-01-16,RM13.46,"'Action', 'Mechs', 'Robots', 'Third-Person Shooter', 'Shooter', 'Sci-fi', 'Singleplayer'",'Action',1,516,Highly Popular,Many Reviews
Serious Sam 3 VR: BFE,2017-11-09,RM20.21,"'Action', 'Indie', 'VR', 'Gore', 'Boomer Shooter', 'FPS', 'First-Person'", 'Indie' 'Action',4,516,Highly Popular,Many Reviews
Mr. Hopp's Playhouse 2,2021-06-14,RM17.96,"'Adventure', 'Survival Horror', 'Horror', 'Pixel Graphics', 'Singleplayer', 'Side Scroller', 'Action-Adventure', 'Indie', 'Female Protagonist', 'Multiple Endings'", 'Indie' 'Adventure',2,516,Highly Popular,Many Reviews
Dark Light,2022-09-29,RM76.46,"'Action', 'Metroidvania', 'Adventure', 'Souls-like', 'Cyberpunk', 'Gore', 'Horror', 'Platformer', 'Sci-fi', 'Zombies', 'Atmospheric', 'Dark', 'Indie', 'Violent', 'Post-apocalyptic', 'D 2', 'Singleplayer', 'Difficult', 'Great Soundtrack', '. 5 D 2'", 'Adventure' 'Action',2,516,Highly Popular,Many Reviews
HEARTBEAT,2018-12-12,RM67.46,"'RPG', 'Indie', 'Pixel Graphics', 'RPGMaker', 'Female Protagonist', 'Cute', 'Anime', 'Adventure', 'Great Soundtrack', 'JRPG', 'Story Rich', 'Singleplayer', 'Turn-Based', 'Turn-Based Combat', 'Creature Collector', 'LGBTQ+'", 'RPG' 'Indie',0,516,Low Popularity,Many Reviews
Sine Mora,2012-11-09,Free,"'Em Up"": 120,', ': 74,', ': 70,', ': 68,', ': 53,', ': 42,', ': 33,', ': 14,', ': 7,', ': 7,', ': 6,'", 'Indie' 'Action',0,515,Low Popularity,Many Reviews
Home is Where One Starts...,2015-05-12,RM13.46,"'Adventure', 'Indie', 'Walking Simulator', 'First-Person', 'Atmospheric', 'Short', 'Female Protagonist', 'Exploration', 'Story Rich', 'Narration', 'Casual', 'Great Soundtrack', 'Mystery', 'Drama', 'Open World', 'Relaxing', 'Singleplayer'", 'Indie' 'Adventure',0,515,Low Popularity,Many Reviews
Tetra Project - 原石计划,2019-09-23,RM44.96,"'Indie', 'Strategy', 'Early Access', 'Card Game', 'Rogue-like'", 'Early Access'  'Strategy' 'Indie',0,515,Low Popularity,Many Reviews
Nuclear Blaze,2021-10-18,RM22.46,"'D Platformer 2', 'Atmospheric', 'Exploration', 'Mystery', 'Action-Adventure', 'Colorful', 'Casual', 'Family Friendly', 'Short', 'Platformer', 'Singleplayer', 'Action', 'Side Scroller', 'D 2', 'Indie', 'Pixel Graphics', 'Adventure', 'Survival', 'Combat', 'Story Rich'", 'Adventure'  'Indie' 'Action',1,515,Highly Popular,Many Reviews
Neon Chrome,2016-04-28,RM67.46,"'Cyberpunk', 'Twin Stick Shooter', 'Action Roguelike', 'Action', 'Top-Down Shooter', 'Rogue-lite', 'Indie', 'Local Co-Op', 'Shooter', 'Top-Down', 'Sci-fi', 'Great Soundtrack', 'Moddable', 'Rogue-like', 'Level Editor', 'Dystopian', 'RPG', 'Dungeon Crawler', 'Gore', 'Local Multiplayer'", 'Adventure'  'Indie'  'RPG' 'Action',3,515,Highly Popular,Many Reviews
Havsala: Into the Soul Palace,2022-06-21,RM53.96,"'Mythology', 'Indie', 'Medieval', 'Rome', 'Puzzle', 'Philosophical', 'Historical', 'Point & Click', 'Escape Room', 'Difficult', 'Hidden Object', 'Female Protagonist', 'Alternate History', 'D 2', 'Story Rich', 'Linear', 'Narration', 'Hand-drawn', 'Stylized', 'Lore-Rich'",'Indie',0,514,Low Popularity,Many Reviews
Dimension Tripper Neptune: TOP NEP,2022-01-20,RM22.46,"'Action', 'Arcade', 'Bullet Hell', 'On-Rails Shooter', 'Em Up"": 41,', ': 39,', ': 36,', ': 33,', ': 30,', ': 27,', ': 25,', ': 23,', ': 21,'",'Action',3,514,Highly Popular,Many Reviews
HRDINA,2019-06-26,Free,"'Free to Play', 'Indie', 'Casual', 'Action', 'Platformer'", 'Casual'  'Free to Play'  'Indie' 'Action',0,514,Low Popularity,Many Reviews
Xanadu Next,2016-11-03,RM67.46,"'RPG', 'Action', 'Action RPG', 'Great Soundtrack', 'JRPG', 'Dungeon Crawler', 'Singleplayer', 'Isometric', 'Anime', 'Atmospheric', 'Souls-like', 'Fantasy', 'Metroidvania'", 'RPG' 'Action',2,514,Highly Popular,Many Reviews
Pandora: First Contact,2014-05-30,RM134.95,"'Strategy', 'X 4', 'Turn-Based Strategy', 'Sci-fi', 'Simulation', 'Singleplayer', 'Hex Grid', 'Multiplayer', 'Turn-Based', 'Space', 'Replay Value'", 'Strategy' 'Simulation',2,514,Highly Popular,Many Reviews
Carmageddon Max Pack,1997-06-30,RM44.96,"'Combat Racing', 'Racing', 'Action', 'Classic', 'Gore', 'Indie', 's"": 17,', ': 14,', ': 13,', ': 13,', ': 11,', ': 9,', ': 6,', ': 5,'", 'Indie'  'Racing' 'Action',3,514,Highly Popular,Many Reviews
Battle Talent,2023-06-01,RM80.96,"'VR', 'Swordplay', 'Moddable', 'Gore', 'Action Roguelike', 'Sandbox', 'Combat', 'Dungeon Crawler', 'Action-Adventure', 'Hack and Slash', 'Rogue-lite', 'Physics', 'Realistic', 'Fantasy', 'Fighting', 'Singleplayer', 'Mod', 'Magic', 'Violent', 'Simulation'", 'Adventure'  'Simulation' 'Action',26,514,Highly Popular,Many Reviews
Farworld Pioneers,2023-05-30,RM33.70,"'Co-op', 'Colorful', 'Open World Survival Craft', 'Sandbox', 'Colony Sim', 'PvP', 'Base-Building', 'Simulation', 'Crafting', 'Management', 'Side Scroller', 'Space', 'Multiplayer', 'Sci-fi', 'Exploration', 'Combat', 'Online Co-Op', 'Singleplayer', 'Survival', 'Pixel Graphics'", 'Adventure'  'Indie'  'Simulation' 'Action',2,513,Highly Popular,Many Reviews
Sunday Gold,2022-10-13,RM98.96,"'Adventure', 'Point & Click', 'RPG', 'Puzzle', 'Story Rich', 'Turn-Based Combat', 'Tactical RPG', 'Hidden Object', 'Comic Book', 'Linear', 'Narration', 'Indie', 'Violent', 'Stylized', 'Dystopian', 'Crime', 'Investigation', 'Singleplayer', 'Action', 'LGBTQ+'", 'Indie'  'RPG' 'Adventure',1,513,Highly Popular,Many Reviews
Hack 'n' Slash,2014-09-09,RM60.16,"'Adventure', 'Indie', 'Hack and Slash', 'Hacking', 'Puzzle', 'Programming', 'Casual', 'Singleplayer', 'Female Protagonist', 'Fantasy', 'D 2', 'Action', 'RPG', 'Action RPG'", 'Casual'  'Indie' 'Adventure',1,513,Highly Popular,Many Reviews
The Sandbox,2015-06-29,RM22.46,"'Sandbox', 'Simulation', 'Indie', 'Pixel Graphics', 'Casual', 'God Game', 'Strategy', 'D 2', 'Physics', 'Early Access', 'Open World'", 'Indie'  'Simulation'  'Strategy' 'Casual',1,513,Highly Popular,Many Reviews
One Military Camp,2023-07-20,RM112.46,"'Singleplayer', 'Management', 'Base-Building', 'City Builder', 'Resource Management', 'Simulation', 'Sandbox', 'Economy', 'Building', 'Strategy', 'Strategy RPG', 'Character Customization', 'Funny', 'Life Sim', 'Stylized', 'Isometric', 'Class-Based', 'Time Management', 'Comedy', 'Tactical RPG'", 'Simulation'  'Strategy' 'Indie',23,513,Highly Popular,Many Reviews
Goetia,2016-04-14,RM67.46,"'Indie', 'Adventure', 'Point & Click', 'Puzzle', 'Gothic', 'Female Protagonist', 'Horror', 'Mystery', 'Atmospheric', 'D 2', 'Supernatural', 'Story Rich', 'Singleplayer', 'Difficult'", 'Indie' 'Adventure',0,513,Low Popularity,Many Reviews
Shadownest,2021-06-17,Free,, 'Adventure'  'Casual'  'Free to Play'  'Indie' 'Action',0,513,Low Popularity,Many Reviews
Touhou Chireiden ~ Subterranean Animism.,2020-06-05,RM67.46,"'Indie', 'Action', 'Bullet Hell', 'Great Soundtrack', 'Em Up"": 40,', ': 37,', ': 33,', ': 30,', ': 30,', ': 27,', ': 10,', ': 10,'", 'Indie' 'Action',11,513,Highly Popular,Many Reviews
Devil's Hunt,2019-09-17,RM67.46,"'Action', 'Adventure', 'Indie', 'Violent', 'Hack and Slash', 'Demons', 'Third Person', 'Singleplayer', 'Supernatural', 'Nudity', 'Spectacle fighter', 'Gore', 'Story Rich', 'Action-Adventure', 'Character Action Game', 'Atmospheric', 'Horror', 'Controller'", 'Adventure'  'Indie' 'Action',2,513,Highly Popular,Many Reviews
Ready Player One: OASIS beta,2018-04-16,Free,"'Free to Play', 'Action', 'Adventure', 'VR', 'FPS', 'Multiplayer'", 'Adventure'  'Free to Play' 'Action',1,513,Highly Popular,Many Reviews
Infinity Kingdom,2021-07-01,Free,, 'Free to Play'  'Massively Multiplayer'  'Strategy' 'Adventure',0,513,Low Popularity,Many Reviews
Bound by Love,2022-01-07,RM67.46,"'Sexual Content', 'RPG', 'Nudity', 'Hentai', 'Mature', 'Anime', 'Casual', 'JRPG', 'Singleplayer', 'RPGMaker', 'Indie', 'NSFW', 'Visual Novel', 'Female Protagonist', 'Memes'", 'Indie'  'RPG' 'Casual',3,513,Highly Popular,Many Reviews
Putt-Putt Saves The Zoo,2014-07-03,RM31.46,"'Adventure', 'Family Friendly', 'Casual', 'Point & Click', 'Nostalgia', 'Singleplayer', 's"": 16,', ': 11,', ': 10,'", 'Casual' 'Adventure',17,512,Highly Popular,Many Reviews
Frozen State,2016-08-05,RM53.96,"'Survival', 'RPG', 'Horror', 'Zombies', 'Top-Down', 'Crafting', 'Action', 'Open World Survival Craft', 'Survival Horror', 'Open World', 'Exploration', 'Indie', 'Isometric', 'Resource Management', 'Sandbox', 'Stealth', 'Adventure', 'Inventory Management', 'Singleplayer', 'Post-apocalyptic'", 'Indie'  'RPG' 'Action',0,512,Low Popularity,Many Reviews
Overstep,2019-11-22,Free,"'Free to Play', 'Action', 'Early Access', 'Parkour', 'Indie', 'Multiplayer', 'Third-Person Shooter', 'Arena Shooter', 'Shooter', 'Competitive', 'Sports', 'Team-Based', 'D 3', 'Co-op', 'Online Co-Op'", 'Early Access'  'Free to Play'  'Indie' 'Action',1,512,Highly Popular,Many Reviews
Trapped Dead,2011-07-15,RM3.10,"'Strategy', 'Action', 'Zombies', 'Adventure', 'Co-op', 'Tactical', 'Singleplayer'", 'Strategy' 'Action',0,512,Low Popularity,Many Reviews
One Military Camp Private Beta,2023-01-31,Free,,,0,512,Low Popularity,Many Reviews
Mesozoica,2018-01-02,RM4.46,"'Simulation', 'Dinosaurs', 'Early Access', 'Strategy', 'Casual', 'Action', 'Indie', 'Adventure', 'Management'", 'Adventure'  'Casual'  'Early Access'  'Indie'  'Simulation'  'Strategy' 'Action',1,512,Highly Popular,Many Reviews
SWARMRIDERS,2016-06-15,Free,"'Action', 'Free to Play', 'Indie', 'Bullet Hell', 'Arcade', 'Fast-Paced', 'Pixel Graphics', 'Retro', 'Twin Stick Shooter', 'Shooter', 'Cyberpunk', 'Horror', 'Em Up"": 123,', ': 118,', ': 111,', ': 104,', ': 99,', ': 88,', ': 81,'", 'Free to Play'  'Indie' 'Action',0,512,Low Popularity,Many Reviews
Puzzle Pirates: Dark Seas,2018-07-06,Free,"'Free to Play', 'Massively Multiplayer', 'Puzzle', 'Adventure', 'Strategy', 'RPG', 'Indie', 'Pirates', 'Casual', 'Early Access'", 'Casual'  'Free to Play'  'Indie'  'Massively Multiplayer'  'RPG'  'Strategy' 'Adventure',1,512,Highly Popular,Many Reviews
放置勇者：远征/Idle Heroes:Odyssey,2021-06-10,RM44.96,"'Adventure', 'RPG', 'Casual', 'Idler', 'Clicker', 'Pixel Graphics', 'Simulation', 'Strategy', 'Indie', 'Early Access', 'Singleplayer', 'RPGMaker'", 'Casual'  'Indie'  'RPG'  'Simulation'  'Strategy' 'Adventure',11,512,Highly Popular,Many Reviews
Dual Universe,2022-09-27,RM67.46,"'Massively Multiplayer', 'MMORPG', 'Space Sim', 'Building', 'Sci-fi', 'Voxel', 'Sandbox', 'City Builder', 'Open World', 'Base-Building', 'RPG', 'Crafting', 'Simulation', 'Exploration', 'Choose Your Own Adventure', 'Space', 'First-Person', 'Economy', 'PvP', 'Co-op'", 'RPG'  'Simulation' 'Massively Multiplayer',10,511,Highly Popular,Many Reviews
Larva Mortus,2009-03-19,RM13.46,"'Action Roguelike', 'Bullet Hell', 'Hack and Slash', 'Em Up"": 248,', ': 245,', ': 242,', ': 234,', ': 231,', ': 227,', ': 223,', ': 221,', ': 218,', ': 215,', ': 212,', ': 210,', ': 208,', ': 204,', ': 196,', ': 192,'", 'Indie' 'Action',0,511,Low Popularity,Many Reviews
miniBONG,2023-06-04,RM44.96,"'Casual', 'Idler', 'Character Customization', 'Loot', 'Rogue-like', 'Relaxing', 'Simulation', 'RTS', 'Tower Defense', 'Point & Click', 'RPG', 'Strategy RPG', 'Rogue-lite', '. 5 D 2', 'Looter Shooter', 'Top-Down', 'Anime', 'Abstract', 'Automation', 'Stylized'", 'Indie'  'RPG'  'Strategy' 'Casual',111,511,Highly Popular,Many Reviews
Hot And Lovely 2,2020-03-26,RM8.96,"'Casual', 'Indie', 'Strategy', 'Sexual Content', 'Action', 'Mature', 'Nudity', 'RPG', 'Anime', 'FPS'",'Casual',0,511,Low Popularity,Many Reviews
The Ultimatest Battle,2017-09-12,Free,"'Free to Play', 'Action', 'Indie', 'Massively Multiplayer', 'D 2', 'Multiplayer', 'Fighting', 'Shooter', 'Platformer', 'Co-op', 'Funny', 'Crafting', 'Side Scroller', 'Class-Based', 'Trading', 'Cartoon', 'Team-Based', 'Tactical', 'D Fighter 2', 'Arena Shooter'", 'Free to Play'  'Indie'  'Massively Multiplayer' 'Action',0,511,Low Popularity,Many Reviews
Withering Rooms,2024-04-05,RM112.46,"'Horror', 'Action Roguelike', 'Adventure', 'Mystery', '. 5 D 2', 'Procedural Generation', 'D 2', 'Female Protagonist', 'Stealth', 'RPG', 'Action', 'Singleplayer', 'Souls-like', 'Side Scroller', 'Action RPG', 'Survival Horror', 'Dark'", 'Adventure'  'RPG' 'Action',104,511,Highly Popular,Many Reviews
Hardland,2019-09-17,RM112.46,"'Singleplayer', 'Fantasy', 'Adventure', 'Story Rich', 'Choices Matter', 'Atmospheric', 'Multiple Endings', 'Mystery', 'Conversation', 'Exploration', 'Surreal', 'Indie', 'D 3', 'Open World', 'Choose Your Own Adventure', 'Cinematic', 'Cartoony', 'Cute', 'Procedural Generation', 'Action-Adventure'", 'Indie' 'Adventure',0,511,Low Popularity,Many Reviews
Lotus Lantern: Rescue Mother,2024-04-11,RM44.96,"'Action Roguelike', 'Rogue-like', 'Mythology', 'Hack and Slash', 'Action RPG', 'Adventure', 'Action-Adventure', 'Top-Down', 'Rogue-lite', 'Story Rich', 'RPG', 'Indie', 'Combat', 'Action', 'Singleplayer', '. 5 D 2', 'Martial Arts', 'Third Person', 'Drama', 'Procedural Generation'", 'Adventure'  'Indie'  'RPG' 'Action',590,511,Highly Popular,Many Reviews
The Beasts Of 9500,2020-05-29,RM44.96,"'Indie', 'Adventure', 'Dinosaurs', 'Massively Multiplayer', 'Simulation', 'Early Access', 'Survival', 'Multiplayer', 'Open World'", 'Early Access'  'Indie'  'Massively Multiplayer'  'Simulation' 'Adventure',1,511,Highly Popular,Many Reviews
Blind Fate: Edo no Yami — Dojo,2021-12-16,Free,, 'Adventure'  'Free to Play'  'Indie'  'RPG'  'Simulation' 'Action',0,511,Low Popularity,Many Reviews
VERSUS SQUAD,2016-10-26,RM35.96,"'Action', 'Indie', 'Zombies', 'Survival', 'Tower Defense', 'Co-op', 'Top-Down Shooter', 'Twin Stick Shooter', 'Top-Down', 'Multiplayer', 'Gore', 'Online Co-Op', 'Strategy', 'Base-Building', 'Violent', 'Shooter', 'Walking Simulator', 'Open World', 'Post-apocalyptic'", 'Indie' 'Action',1,511,Highly Popular,Many Reviews
Psychedelica of the Ashen Hawk,2019-08-30,RM134.95,"'Otome', 'Adventure', 'Visual Novel', 'Violent', 'Sexual Content', 'Female Protagonist', 'Dating Sim', 'Anime', 'Romance', 'Simulation', 'Word Game', 'Choose Your Own Adventure', 'D 2', 'Fantasy', 'Retro', 'Dark', 'Dark Fantasy', 'Mystery', 'Singleplayer', 'Gore'",'Adventure',6,510,Highly Popular,Many Reviews
Rumu,2017-12-12,RM44.96,"'Indie', 'Emotional', 'Female Protagonist', 'Artificial Intelligence', 'Point & Click', 'Adventure', 'Story Rich', 'Robots', 'Casual', 'Dark', 'Mystery', 'Cute', 'Puzzle', 'Sci-fi', 'Atmospheric', 'Drama', 'Hidden Object', 'D 3', 'Illuminati', 'Isometric'", 'Casual'  'Indie' 'Adventure',0,510,Low Popularity,Many Reviews
月夜下的紅茶杯 ~ Blacktea With Moon,2018-05-08,RM4.46,"'RPG', 'Indie', 'RPGMaker', 'Visual Novel', 'Female Protagonist', 'Faith', 'LGBTQ+', 'Anime'", 'RPG' 'Indie',0,510,Low Popularity,Many Reviews
The Old City: Leviathan,2014-12-03,RM26.96,"'Walking Simulator', 'Adventure', 'Atmospheric', 'Exploration', 'Indie', 'First-Person', 'Story Rich', 'Surreal', 'Horror', 'Great Soundtrack', 'Philosophical', 'Mystery', 'Short', 'Lovecraftian'", 'Indie' 'Adventure',0,510,Low Popularity,Many Reviews
Catacomb Kids,2015-02-20,RM71.96,"'Action Roguelike', 'Rogue-lite', 'Indie', 'Action', 'Early Access', 'RPG', 'Platformer', 'Pixel Graphics', 'Procedural Generation', 'D 2', 'Local Co-Op', 'Difficult', 'Perma Death', 'Dungeon Crawler'", 'Early Access'  'Indie'  'RPG' 'Action',1,510,Highly Popular,Many Reviews
EvilQuest,2014-02-20,RM8.96,"'RPG', 'Indie', 'Action', 'Adventure', 'Villain Protagonist', 'Retro', 'Action RPG', 'Pixel Graphics', 'Singleplayer'", 'Adventure'  'Indie'  'RPG' 'Action',1,510,Highly Popular,Many Reviews
WISH - Paradise High,2021-04-26,RM8.96,, 'Adventure'  'Casual'  'Indie' 'Action',2,510,Highly Popular,Many Reviews
Elmarion: Dragon time,2020-03-12,RM33.70,"'Dragons', 'Flight', 'RPG', 'Fantasy', 'Spectacle fighter', 'Medieval', 'Adventure', 'Simulation', 'Magic', 'Indie', 'Action', 'Open World', 'Singleplayer', 'Third Person', 'Early Access', 'Hand-drawn', 'Action RPG', 'Action-Adventure', 'CRPG', 'Third-Person Shooter'", 'Adventure'  'Early Access'  'Indie'  'RPG'  'Simulation' 'Action',0,510,Low Popularity,Many Reviews
Nigate Tale,2021-04-11,RM35.06,"'Early Access', 'Action Roguelike', 'Magic', 'Indie', 'Hack and Slash', 'Action', 'Rogue-like', 'Singleplayer', 'Rogue-lite', 'Action RPG', 'Cute', 'Story Rich', 'Anime', 'Dungeon Crawler', 'Dating Sim', 'JRPG', 'Replay Value', 'Adventure', '. 5 D 2', 'Funny'", 'Adventure'  'Early Access'  'Indie'  'RPG' 'Action',2,510,Highly Popular,Many Reviews
Rogalia,2018-10-15,Free,"'Massively Multiplayer', 'RPG', 'Open World', 'Sandbox', 'Indie', 'Adventure', 'Survival', 'MMORPG', 'Isometric', 'Difficult', 'Building', 'PvP', 'Free to Play', 'Early Access', 'Pixel Graphics'", 'Indie'  'Massively Multiplayer'  'RPG' 'Adventure',10,509,Highly Popular,Many Reviews
100 Istanbul Cats,2024-05-17,Free,, 'Casual'  'Free to Play'  'Indie'  'RPG'  'Simulation' 'Action',0,509,Low Popularity,Many Reviews
Wings! Remastered Edition,2014-10-17,Free,"'Simulation', 'Action', 'World War I', 'Flight', 'Classic', 'Remake', 'Retro', 'Singleplayer'", 'Simulation' 'Action',2,509,Highly Popular,Many Reviews
Therian Saga,2017-03-27,Free,"'Free to Play', 'RPG', 'Adventure', 'Massively Multiplayer', 'Strategy', 'Crafting', 'Multiplayer', 'Action', 'MMORPG', 'Open World', 'Exploration', 'Simulation', 'Puzzle', 'Fantasy', 'Resource Management', 'Asynchronous Multiplayer', 'Indie', 'RTS', 'Old School', 'PvP'", 'Adventure'  'Free to Play'  'Indie'  'Massively Multiplayer'  'RPG'  'Simulation'  'Strategy' 'Action',19,509,Highly Popular,Many Reviews
FROSTBITE: Deadly Climate,2018-07-22,Free,"'Free to Play', 'Horror', 'Adventure', 'Action', 'Violent', 'Indie', 'Survival Horror', 'Survival', 'Zombies', 'Shooter', 'FPS', 'First-Person', 'Psychological Horror', 'Story Rich', 'Atmospheric', 'Short', 'Singleplayer'", 'Action'  'Adventure'  'Indie' 'Violent',0,509,Low Popularity,Many Reviews
16bit Trader,2015-06-04,RM13.46,"'Simulation', 'Indie', 'Strategy', 'Casual', 'RPG', 'Adventure', 'Trading', 'Economy', 'Singleplayer'", 'Casual'  'Indie'  'RPG'  'Simulation'  'Strategy' 'Adventure',6,508,Highly Popular,Many Reviews
KeepUp Survival,2024-03-05,RM49.46,"'Open World Survival Craft', 'Survival', 'Base-Building', 'Open World', 'Post-apocalyptic', 'Building', 'Zombies', 'Adventure', 'Sandbox', 'Survival Horror', 'Shooter', 'Singleplayer', 'Action', 'FPS', 'Atmospheric', 'Crafting', 'Action-Adventure', 'Third-Person Shooter', 'Exploration', 'First-Person'", 'Adventure'  'Casual'  'Indie'  'Simulation' 'Action',3,508,Highly Popular,Many Reviews
Stray Cat Crossing,2015-08-28,RM13.46,"'Adventure', 'Indie', 'Horror', 'RPGMaker', 'Pixel Graphics', 'Surreal', 'Female Protagonist', 'Great Soundtrack', 'Puzzle', 'Story Rich', 'Psychological Horror', 'Cats'", 'Indie' 'Adventure',0,508,Low Popularity,Many Reviews
Writer's Life,2023-01-17,RM13.46,"'Casual', 'Simulation', 'Life Sim', 'Time Management', '. 5 D 2', 'Funny', 'Resource Management', 'Singleplayer', 'Indie'", 'Simulation' 'Casual',6,508,Highly Popular,Many Reviews
Minute of Islands,2021-06-13,RM89.96,"'Puzzle-Platformer', 'Hand-drawn', 'Story Rich', 'Exploration', 'Mystery', 'Narrative', 'Comic Book', 'Platformer', 'Adventure', 'Indie', 'Atmospheric', 'Puzzle', 'Singleplayer', 'Post-apocalyptic', 'Action-Adventure', 'Family Friendly', 'Cartoony', 'Female Protagonist', 'Cute', 'Action'", 'Indie' 'Adventure',4,508,Highly Popular,Many Reviews
Ruzh Delta Z,2015-05-11,Free,"'Action', 'Indie', 'Casual', 'Em Up"": 12,'", 'Casual'  'Indie' 'Action',0,508,Low Popularity,Many Reviews
Super Win the Game,2014-10-01,RM35.96,"'Metroidvania', 'Side Scroller', 'Precision Platformer', 'Casual', 'Exploration', 'Open World', 'Difficult', 'Platformer', 'D 2', 'Nonlinear', 'Action', 'Pixel Graphics', 'Colorful', 'Fantasy', 'Family Friendly', 'Adventure', 's 1980', 'Retro', 'Old School', 'Singleplayer'", 'Indie' 'Action',0,508,Low Popularity,Many Reviews
Oddsparks: An Automation Adventure,2024-04-24,RM89.96,"'Early Access', 'Top-Down', 'Cute', 'Automation', 'Online Co-Op', 'Multiplayer', 'Base-Building', 'Crafting', 'Colony Sim', 'Resource Management', 'Exploration', 'Adventure', 'Open World', 'Sandbox', 'Procedural Generation', 'Strategy', 'Fantasy', 'Building', 'Management', 'City Builder'", 'Early Access'  'Indie'  'Simulation'  'Strategy' 'Adventure',407,508,Highly Popular,Many Reviews
Junkyard Simulator: First Car (Prologue 2),2021-03-31,Free,"'Simulation', 'Management', 'Exploration', 'Open World', 'FPS', 'Free to Play', 'First-Person', 'Resource Management', 'Singleplayer', 'Multiplayer'",'Simulation',1,508,Highly Popular,Many Reviews
Legends of Hidden Sword,2022-04-24,RM76.46,"'Adventure', 'Action', 'RPG', 'Action RPG', 'D Fighter 3', 'D 3', 'Cartoony', 'Drama', 'Fantasy', 'Indie', 'Early Access', 'PvE', 'Singleplayer', 'Linear'", 'Adventure'  'Early Access'  'Indie'  'RPG' 'Action',0,508,Low Popularity,Many Reviews
Project 5: Sightseer,2019-08-16,Free,"'Adventure', 'RPG', 'Action', 'Indie', 'Building', 'Sandbox', 'Open World', 'Multiplayer', 'Base-Building', 'Crafting'", 'Adventure'  'Indie'  'RPG' 'Action',11,508,Highly Popular,Many Reviews
Space Travel Idle,2020-09-22,Free,"'Early Access', 'Card Battler', 'Programming', 'Idler', 'Casual', 'Dungeon Crawler', 'Auto Battler', 'Exploration', 'Card Game', 'Space Sim', 'D 2', 'Turn-Based Combat', 'Sci-fi', 'Abstract', 'Science', 'Automation', 'Space', 'Adventure', 'Dark', 'Futuristic'", 'Early Access'  'Free to Play'  'Indie'  'Simulation'  'Strategy' 'Adventure',56,508,Highly Popular,Many Reviews
HOARD,2011-04-04,RM17.96,"'Casual', 'Strategy', 'Dragons', 'Indie', 'Action', 'Fantasy', 'Multiplayer', 'Arcade', 'Singleplayer', 'Co-op', 'Top-Down'", 'Casual'  'Indie'  'Strategy' 'Action',0,508,Low Popularity,Many Reviews
Summer Nightmare,2017-12-06,Free,"'Free to Play', 'Anime', 'Horror', 'Visual Novel', 'Gore', 'Casual', 'Adventure', 'Indie', 'Psychological Horror'", 'Adventure'  'Casual'  'Free to Play'  'Indie' 'Gore',0,507,Low Popularity,Many Reviews
Heaven Dust,2020-02-26,RM35.96,"'Indie', 'Action', 'Adventure', 'RPG', 'Survival Horror', 'Horror', 'Story Rich', 'Singleplayer', 'Psychological', 'Zombies', 'Sci-fi'", 'Adventure'  'Indie'  'RPG' 'Action',1,507,Highly Popular,Many Reviews
htoL#NiQ: The Firefly Diary,2016-05-18,RM44.96,"'Adventure', 'Cute', 'Anime', 'Female Protagonist', 'Strategy', 'Puzzle-Platformer', 'D 2', 'Puzzle', 'Difficult', 'Horror', 'Atmospheric', 'Psychological Horror', 'Side Scroller', 'Singleplayer'", 'Strategy' 'Adventure',1,507,Highly Popular,Many Reviews
Magic Pussy: Chapter 1,2023-04-08,RM17.96,, 'Adventure'  'RPG' 'Action',0,507,Low Popularity,Many Reviews
Surgeon Simulator VR: Meet The Medic,2016-04-05,Free,"'Medical Sim', 'Free to Play', 'Simulation', 'VR', 'Action', 'Indie', 'Funny', 'First-Person', 'Multiplayer', 'Gore'", 'Free to Play'  'Indie'  'Simulation' 'Action',0,507,Low Popularity,Many Reviews
Builders of Greece: Prologue,2023-09-18,Free,, 'Simulation'  'Strategy' 'Indie',0,507,Low Popularity,Many Reviews
Puzzle Agent 2,2011-06-30,RM22.46,"'Adventure', 'Puzzle', 'Point & Click', 'Casual', 'Detective', 'Singleplayer', 'Comedy', 'Mystery', 'Action', 'Surreal', 'Conspiracy', 'Funny', 'Touch-Friendly', 'Short', 'Hand-drawn', 'Atmospheric', 'D 2', 'Story Rich', 'Stylized', 'Great Soundtrack'", 'Adventure'  'Casual' 'Action',2,507,Highly Popular,Many Reviews
Dungeon Lords Steam Edition,2015-12-21,RM67.46,"'RPG', 'Dwarf', 'Fantasy', 'Co-op', 'Singleplayer', 'Third Person', 'Multiplayer', 'Classic', 'Action', 'Online Co-Op'",'RPG',4,506,Highly Popular,Many Reviews
Square Dungeon 2,2023-10-25,RM17.96,"'Strategy', 'Word Game', 'Dungeon Crawler', 'Stylized', 'Casual', 'Point & Click', 'Dark', 'Strategy RPG', 'Mystery Dungeon', 'Clicker', 'Traditional Roguelike', 'Turn-Based Tactics', 'Exploration', 'Rogue-like', 'D 2', 'Pixel Graphics', 'Text-Based', 'Abstract', 'Minimalist', 'Underground'", 'Casual'  'Indie'  'Strategy' 'Adventure',8,506,Highly Popular,Many Reviews
